#Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	NCBI gene accession
ENSG00000114859	3	184346185	184361650	CLCN2
ENSG00000109572	4	169612633	169723673	CLCN3
ENSG0000007346410156945	10237660	CLCN4
ENSG0000017136549922596	50099235	CLCN5
ENSG00000103249	16	1444934	1475084	CLCN7
ENSG00000186510	1	16018875	16034050	CLCNKA
ENSG00000184908	1	16043736	16057308	CLCNKB
ENSG00000165215	7	73768997	73770270	CLDN3
ENSG00000189143	7	73799542	73832693	CLDN4
ENSG00000181885	17	7259903	7263983	CLDN7
ENSG00000288292	CHR_HG2087_PATCH	7259903	7263983	CLDN7
ENSG00000223639	CHR_HSCHR6_MHC_SSTO_CTG1	31721342	31730525	CLIC1
ENSG00000213719	6	31730581	31739763	CLIC1
ENSG00000226417	CHR_HSCHR6_MHC_MCF_CTG1	31806863	31816046	CLIC1
ENSG00000230685	CHR_HSCHR6_MHC_COX_CTG1	31717988	31727162	CLIC1
ENSG00000206394	CHR_HSCHR6_MHC_QBL_CTG1	31720799	31729989	CLIC1
ENSG00000226651	CHR_HSCHR6_MHC_MANN_CTG1	31770035	31779217	CLIC1
ENSG00000226248	CHR_HSCHR6_MHC_DBB_CTG1	31712749	31721936	CLIC1
ENSG00000155962155276211	155334657	CLIC2
ENSG00000188603	16	28474111	28495575	CLN3
ENSG00000102805	13	76990660	77019143	CLN5
ENSG00000182372	8	1755778	1801711	CLN8
ENSG00000278220	CHR_HSCHR8_7_CTG1	1755340	1786132	CLN8
ENSG00000141367	17	59619689	59696956	CLTC
ENSG00000120885	8	27596917	27614700	CLU
ENSG00000092009	14	24505353	24508265	CMA1
ENSG00000174600	12	108288044	108339317	CMKLR1
ENSG00000198515	4	47935977	48016672	CNGA1
ENSG00000183862151738451	151745304	CNGA2
ENSG00000144191	2	98346188	98398601	CNGA3
ENSG00000173786	17	41966763	41977740	CNP
ENSG00000118432	6	88139864	88166359	CNR1
ENSG00000188822	1	23870515	23913362	CNR2
ENSG00000242689	11	58622665	58625733	CNTF
ENSG00000018236	12	40692439	41072415	CNTN1
ENSG00000100473	14	30874514	30895065	COCH
ENSG00000060718	1	102876467	103108872	COL11A1
ENSG00000230930	CHR_HSCHR6_MHC_DBB_CTG1	33140587	33170405	COL11A2
ENSG00000223699	CHR_HSCHR6_MHC_MANN_CTG1	33316561	33346378	COL11A2
ENSG00000227801	CHR_HSCHR6_MHC_COX_CTG1	33084308	33114125	COL11A2
ENSG00000232541	CHR_HSCHR6_MHC_SSTO_CTG1	33302792	33329578	COL11A2
ENSG00000206290	CHR_HSCHR6_MHC_QBL_CTG1	33091492	33121309	COL11A2
ENSG00000235708	CHR_HSCHR6_MHC_MCF_CTG1	33333046	33362862	COL11A2
ENSG00000204248	6	33162681	33192499	COL11A2
ENSG00000065618	10	104031286	104085880	COL17A1
ENSG00000108821	17	50183289	50201632	COL1A1
ENSG00000164692	7	94394895	94431227	COL1A2
ENSG00000139219	12	47972967	48004554	COL2A1
ENSG00000168542	2	188974373	189012746	COL3A1
ENSG00000187498	13	110148963	110307157	COL4A1
ENSG00000134871	13	110305812	110513209	COL4A2
ENSG00000169031	2	227164624	227314792	COL4A3
ENSG00000081052	2	227002714	227164453	COL4A4
ENSG00000188153108439844	108697545	COL4A5
ENSG00000130635	9	134641803	134844843	COL5A1
ENSG00000204262	2	189031898	189225312	COL5A2
ENSG00000142156	21	45981769	46005050	COL6A1
ENSG00000142173	21	46098112	46132848	COL6A2
ENSG00000163359	2	237324003	237414207	COL6A3
ENSG00000114270	3	48564073	48595267	COL7A1
ENSG00000171812	1	36095239	36125222	COL8A2
ENSG00000112280	6	70215061	70303083	COL9A1
ENSG00000049089	1	40300489	40317813	COL9A2
ENSG00000092758	20	62816244	62841159	COL9A3
ENSG00000105664	19	18782773	18791305	COMP
ENSG00000093010	22	19941733	19969975	COMT
ENSG00000122218	1	160288594	160343273	COPA
ENSG00000198804	MT	5904	7445	COX1
ENSG00000006695	17	14069490	14231736	COX10
ENSG00000014919	10	99711844	99732100	COX15
ENSG00000198712	MT	7586	8269	COX2
ENSG00000198938	MT	9207	9990	COX3
ENSG00000111775	12	120438090	120440737	COX6A1
ENSG0000013117477899440	77907376	COX7B
ENSG00000176340	11	63974620	63976543	COX8A
ENSG00000047457	3	149162410	149221829	CP
ENSG00000091704	7	130380339	130388114	CPA1
ENSG00000109472	4	165361194	165498547	CPE
ENSG00000080819	3	98579446	98593648	CPOX
ENSG00000021826	2	210477682	210679107	CPS1
ENSG00000110090	11	68754620	68844410	CPT1A
ENSG00000205560	22	50568861	50578465	CPT1B
ENSG00000157184	1	53196792	53214197	CPT2
ENSG00000203710	1	207496147	207641765	CR1
ENSG00000117322	1	207454230	207489895	CR2
ENSG00000166426	15	78340353	78348225	CRABP1
ENSG00000118260	2	207529737	207605988	CREB1
ENSG00000005339	16	3725054	3880713	CREBBP
ENSG00000095794	10	35126791	35212958	CREM
ENSG00000147571	8	66176376	66178464	CRH
ENSG00000145708	5	76953045	76981158	CRHBP
ENSG00000276191	CHR_HSCHR17_2_CTG5	45795888	45847447	CRHR1
ENSG00000282456	CHR_HSCHR17_2_CTG5	45633529	45828162	CRHR1
ENSG00000263715	17	45620344	45835826	CRHR1
ENSG00000120088	17	45784280	45835828	CRHR1
ENSG00000278232	CHR_HSCHR17_1_CTG5	46261820	46313387	CRHR1
ENSG00000106113	7	30651942	30700129	CRHR2
ENSG00000167193	17	1420689	1463162	CRK
ENSG00000099942	22	20917407	20953747	CRKL
ENSG00000072832	4	5748084	5893086	CRMP1
ENSG00000132693	1	159712289	159714589	CRP
ENSG00000105392	19	47819779	47843330	CRX
ENSG00000008405	12	106991364	107093549	CRY1
ENSG00000121671	11	45847118	45883248	CRY2
ENSG00000160202	21	43169008	43172805	CRYAA
ENSG00000109846	11	111908564	111923722	CRYAB
ENSG00000108255	17	29246863	29254494	CRYBA1
ENSG00000100122	22	26599278	26618027	CRYBB1
ENSG00000244752	22	25212564	25231870	CRYBB2
ENSG00000100053	22	25199858	25207359	CRYBB3
ENSG00000168582	2	208160740	208163589	CRYGA
ENSG00000163254	2	208128137	208129828	CRYGC
ENSG00000285011	CHR_HSCHR2_8_CTG7_2	208134278	208135969	CRYGC
ENSG00000118231	2	208121607	208124524	CRYGD
ENSG00000285434	CHR_HSCHR2_8_CTG7_2	208127748	208130665	CRYGD
ENSG00000213139	3	186538441	186546702	CRYGS
ENSG00000124207	20	49046246	49096960	CSE1L
ENSG00000184371	1	109910242	109930992	CSF1
ENSG00000182578	5	150053291	150113372	CSF1R
ENSG00000164400	5	132073789	132076170	CSF2
ENSG000001982231268800	1310381	CSF2RA
ENSG00000100368	22	36913628	36940439	CSF2RB
ENSG00000108342	17	40015361	40017813	CSF3
ENSG00000119535	1	36466043	36483278	CSF3R
ENSG00000136488	17	63894909	63896661	CSH1
ENSG00000103653	15	74782057	74803198	CSK
ENSG00000141551	17	82239023	82273731	CSNK1D
ENSG00000213923	22	38290691	38318084	CSNK1E
ENSG00000101266	20	472498	543835	CSNK2A1
ENSG00000224774	CHR_HSCHR6_MHC_SSTO_CTG1	31655985	31664295	CSNK2B
ENSG00000204435	6	31665236	31670343	CSNK2B
ENSG00000206406	CHR_HSCHR6_MHC_QBL_CTG1	31655467	31663777	CSNK2B
ENSG00000232960	CHR_HSCHR6_MHC_MANN_CTG1	31704690	31711800	CSNK2B
ENSG00000224398	CHR_HSCHR6_MHC_MCF_CTG1	31741515	31749825	CSNK2B
ENSG00000228875	CHR_HSCHR6_MHC_COX_CTG1	31652646	31660956	CSNK2B
ENSG00000230700	CHR_HSCHR6_MHC_DBB_CTG1	31647414	31654525	CSNK2B
ENSG00000159176	1	201483530	201509456	CSRP1
ENSG00000170373	20	23747553	23751268	CST1
ENSG00000101439	20	23626706	23638473	CST3
ENSG00000175315	11	66012008	66013505	CST6
ENSG00000121552	3	122325248	122341969	CSTA
ENSG00000160213	21	43772511	43776445	CSTB
ENSG00000159692	4	1211448	1249953	CTBP1
ENSG00000175029	10	124984317	125161170	CTBP2
ENSG00000150281	16	30896607	30903560	CTF1
ENSG00000116761	1	70411218	70439851	CTH
ENSG00000163599	2	203867771	203873965	CTLA4
ENSG00000066032	2	79185231	80648861	CTNNA2
ENSG00000168036	3	41194741	41260096	CTNNB1
ENSG00000198561	11	57753243	57819546	CTNND1
ENSG00000169862	5	10971836	11904446	CTNND2
ENSG00000040531	17	3636459	3661542	CTNS
ENSG00000141086	16	67927640	67932365	CTRL
ENSG00000164733	8	11842524	11869448	CTSB
ENSG00000285132	CHR_HG76_PATCH	8084702	8110299	CTSB
ENSG00000109861	11	88293592	88337761	CTSC
ENSG00000117984	11	1752755	1764573	CTSD
ENSG00000103811	15	78921058	78949574	CTSH
ENSG00000143387	1	150796208	150808260	CTSK
ENSG00000135047	9	87726109	87731469	CTSL
ENSG00000163131	1	150730188	150765792	CTSS
ENSG00000085733	11	70398404	70436584	CTTN
ENSG00000288401	CHR_HG2115_PATCH	70403871	70442051	CTTN
ENSG00000257923	7	101815904	102283958	CUX1
ENSG00000168329	3	39263494	39281735	CX3CR1
ENSG00000163739	4	73869393	73871308	CXCL1
ENSG00000169245	4	76021118	76023497	CXCL10
ENSG00000081041	4	74097040	74099196	CXCL2
ENSG00000163734	4	74036589	74038807	CXCL3
ENSG00000169429	4	73740541	73743716	CXCL8
ENSG00000138755	4	76001275	76007509	CXCL9
ENSG00000163464	2	218162841	218166962	CXCR1
ENSG00000180871	2	218125289	218137251	CXCR2
ENSG0000018681071615916	71618511	CXCR3
ENSG00000160683	11	118883892	118897787	CXCR5
ENSG00000166347	18	74250846	74291973	CYB5A
ENSG00000100243	22	42617840	42649392	CYB5R3
ENSG00000051523	16	88643289	88651054	CYBA
ENSG0000016516837780059	37813461	CYBB
ENSG00000083799	16	50742050	50801935	CYLD
ENSG00000140459	15	74337759	74367646	CYP11A1
ENSG00000288362	CHR_HG2198_PATCH	74339603	74369490	CYP11A1
ENSG00000160882	8	142872354	142879846	CYP11B1
ENSG00000179142	8	142910559	142917843	CYP11B2
ENSG00000148795	10	102830531	102837472	CYP17A1
ENSG00000137869	15	51208057	51338601	CYP19A1
ENSG00000140465	15	74719542	74725536	CYP1A1
ENSG00000140505	15	74748845	74756607	CYP1A2
ENSG00000138061	2	38066973	38109902	CYP1B1
ENSG00000232414	CHR_HSCHR6_MHC_DBB_CTG1	32014113	32017485	CYP21A2
ENSG00000231852	6	32038327	32041644	CYP21A2
ENSG00000233151	CHR_HSCHR6_MHC_COX_CTG1	31986739	31990111	CYP21A2
ENSG00000206338	CHR_HSCHR6_MHC_QBL_CTG1	31850614	31999312	CYP21A2
ENSG00000198457	CHR_HSCHR6_MHC_SSTO_CTG1	32030953	32034322	CYP21A2
ENSG00000235134	CHR_HSCHR6_MHC_MCF_CTG1	32114742	32118110	CYP21A2
ENSG00000019186	20	54153446	54173986	CYP24A1
ENSG00000095596	10	93073475	93077885	CYP26A1
ENSG00000135929	2	218781749	218815293	CYP27A1
ENSG00000111012	12	57762334	57768986	CYP27B1
ENSG00000197838	19	41088451	41096195	CYP2A13
ENSG00000255974	19	40843541	40850447	CYP2A6
ENSG00000197408	19	40991282	41018398	CYP2B6
ENSG00000165841	10	94762681	94855547	CYP2C19
ENSG00000138115	10	95036772	95069497	CYP2C8
ENSG00000138109	10	94938658	94990091	CYP2C9
ENSG00000272532	CHR_HSCHR22_2_CTG1	42126481	42130888	CYP2D6
ENSG00000275211	CHR_HSCHR22_3_CTG1	42126495	42130902	CYP2D6
ENSG00000100197	22	42126499	42130881	CYP2D6
ENSG00000280905	CHR_HSCHR22_5_CTG1	42126481	42130863	CYP2D6
ENSG00000282966	CHR_HSCHR22_7_CTG1	42126481	42130863	CYP2D6
ENSG00000283284	CHR_HSCHR22_8_CTG1	42126498	42130880	CYP2D6
ENSG00000130649	10	133520406	133561220	CYP2E1
ENSG00000160868	7	99756960	99784248	CYP3A4
ENSG00000106258	7	99648194	99679998	CYP3A5
ENSG00000142973	1	46757838	46819413	CYP4B1
ENSG00000167910	8	58490178	58500163	CYP7A1
ENSG00000198727	MT	14747	15887	CYTB
ENSG00000173406	1	56994778	58546734	DAB1
ENSG00000173402	3	49468703	49535618	DAG1
ENSG00000110887	12	108858932	108901043	DAO
ENSG00000112977	5	10679230	10761272	DAP
ENSG00000196730	9	87497228	87708634	DAPK1
ENSG00000204209	6	33318558	33323016	DAXX
ENSG00000206206	CHR_HSCHR6_MHC_DBB_CTG1	33296480	33307190	DAXX
ENSG00000227046	CHR_HSCHR6_MHC_COX_CTG1	33240162	33250873	DAXX
ENSG00000229396	CHR_HSCHR6_MHC_SSTO_CTG1	33469139	33469421	DAXX
ENSG00000206279	CHR_HSCHR6_MHC_QBL_CTG1	33247394	33258105	DAXX
ENSG00000231617	CHR_HSCHR6_MHC_MCF_CTG1	33488900	33499609	DAXX
ENSG00000123454	9	133636363	133659329	DBH
ENSG00000155368	2	119366921	119372560	DBI
ENSG00000113758	5	177456608	177474401	DBN1
ENSG00000137992	1	100186919	100249834	DBT
ENSG00000187323	18	52340197	53535903	DCC
ENSG00000011465	12	91140484	91182824	DCN
ENSG00000204843	2	74361154	74392087	DCTN1
ENSG00000077279111293779	111412429	DCX
ENSG00000134574	11	47214465	47239240	DDB2
ENSG00000132437	7	50458436	50565405	DDC
ENSG00000175197	12	57516588	57521737	DDIT3
ENSG00000244038	1	20651767	20661544	DDOST
ENSG00000234078	CHR_HSCHR6_MHC_MANN_CTG1	30925624	30944801	DDR1
ENSG00000215522	CHR_HSCHR6_MHC_QBL_CTG1	30870550	30889733	DDR1
ENSG00000137332	CHR_HSCHR6_MHC_COX_CTG1	30870863	30890046	DDR1
ENSG00000223680	CHR_HSCHR6_MHC_MCF_CTG1	30959531	30970646	DDR1
ENSG00000229767	CHR_HSCHR6_MHC_APD_CTG1	30949136	30953340	DDR1
ENSG00000204580	6	30876421	30900156	DDR1
ENSG00000230456	CHR_HSCHR6_MHC_DBB_CTG1	30871677	30890873	DDR1
ENSG00000178105	11	108665069	108940927	DDX10
ENSG00000013573	12	31073860	31104799	DDX11
ENSG0000021530141333284	41364472	DDX3X
ENSG00000104325	8	90001405	90053633	DECR1
ENSG00000164816	8	7055304	7056739	DEFA5
ENSG00000285251	CHR_HG76_PATCH	7055160	7056595	DEFA5
ENSG00000164825	8	6870592	6877936	DEFB1
ENSG00000284881	CHR_HG76_PATCH	6870569	6877898	DEFB1
ENSG00000175084	2	219418377	219426734	DES
ENSG00000136267	7	14145049	14974777	DGKB
ENSG00000114956	2	73926826	73958961	DGUOK
ENSG00000116133	1	54849627	54887195	DHCR24
ENSG00000172893	11	71428193	71452868	DHCR7
ENSG00000228716	5	80626226	80654983	DHFR
ENSG00000102967	16	72008588	72027664	DHODH
ENSG00000211448	14	80197527	80387757	DIO2
ENSG00000197406	14	101561351	101563452	DIO3
ENSG00000130826154762742	154777689	DKC1
ENSG00000091140	7	107891162	107931730	DLD
ENSG00000075711	3	197042560	197299330	DLG1
ENSG00000150672	11	83455012	85627922	DLG2
ENSG0000008245870444835	70505490	DLG3
ENSG00000132535	17	7189890	7219841	DLG4
ENSG00000119689	14	74881891	74903743	DLST
ENSG00000144355	2	172084740	172089677	DLX1
ENSG00000115844	2	172099438	172102900	DLX2
ENSG00000064195	17	49990005	49995224	DLX3
ENSG00000105880	7	97020396	97024950	DLX5
ENSG00000187908	10	122560665	122643740	DMBT1
ENSG0000019894731097677	33339441	DMD
ENSG00000152592	4	87650280	87664361	DMP1
ENSG00000104936	19	45769717	45782552	DMPK
ENSG00000137090	9	841690	969090	DMRT1
ENSG00000039139	5	13690331	13944543	DNAH5
ENSG00000124721	6	38715311	39030792	DNAH8
ENSG00000132002	19	14514769	14529770	DNAJB1
ENSG00000213918	16	3611728	3680143	DNASE1
ENSG00000163687	3	58192257	58214697	DNASE1L3
ENSG00000106976	9	128191655	128255248	DNM1
ENSG00000079805	19	10718079	10833488	DNM2
ENSG00000130816	19	10133345	10231286	DNMT1
ENSG00000119772	2	25227855	25342590	DNMT3A
ENSG00000088305	20	32762385	32809356	DNMT3B
ENSG00000172269	11	119096503	119108331	DPAGT1
ENSG00000015413	16	89613308	89638456	DPEP1
ENSG00000108963	17	2030110	2043430	DPH1
ENSG00000197635	2	161992245	162074215	DPP4
ENSG00000130226	7	153887097	154894285	DPP6
ENSG00000188641	1	97077743	97995000	DPYD
ENSG00000147647	8	104330324	104467055	DPYS
ENSG00000092964	8	26514031	26658178	DPYSL2
ENSG00000184845	5	175440036	175444182	DRD1
ENSG00000149295	11	113409605	113475691	DRD2
ENSG00000151577	3	114127580	114199407	DRD3
ENSG00000069696	11	637269	640706	DRD4
ENSG00000276825	CHR_HSCHR11_1_CTG8	637525	640936	DRD4
ENSG00000169676	4	9781634	9784009	DRD5
ENSG00000102385101219769	101264497	DRP2
ENSG00000134755	18	31058840	31102522	DSC2
ENSG00000134762	18	30989365	31042815	DSC3
ENSG00000171587	21	40010999	40847158	DSCAM
ENSG00000134760	18	31318160	31359246	DSG1
ENSG00000046604	18	31498177	31549008	DSG2
ENSG00000096696	6	7541617	7586714	DSP
ENSG00000152591	4	87608529	87616873	DSPP
ENSG00000151914	6	56457987	56954649	DST
ENSG00000134769	18	34493290	34891844	DTNA
ENSG00000120129	5	172768096	172771195	DUSP1
ENSG00000108861	17	43766125	43778977	DUSP3
ENSG00000120875	8	29333064	29350684	DUSP4
ENSG00000139318	12	89347235	89352501	DUSP6
ENSG00000273793	CHR_HSCHR11_1_CTG6	1559754	1577630	DUSP8
ENSG00000278165	CHR_HSCHR11_2_CTG1_1	1554044	1571920	DUSP8
ENSG00000184545	11	1554051	1572271	DUSP8
ENSG00000107404	1	1335276	1349418	DVL1
ENSG00000161202	3	184155377	184173614	DVL3
ENSG00000197102	14	101964573	102056443	DYNC1H1
ENSG00000158560	7	95772506	96110322	DYNC1I1
ENSG00000157540	21	37365573	37526358	DYRK1A
ENSG00000101412	20	33675477	33686385	E2F1
ENSG00000117298	1	21217247	21345572	ECE1
ENSG00000127884	10	133362485	133373354	ECHS1
ENSG00000143369	1	150508062	150513789	ECM1
ENSG0000015881369616067	70039472	EDA
ENSG00000078401	6	12290361	12297194	EDN1
ENSG00000124205	20	59300443	59325992	EDN3
ENSG00000151617	4	147480917	147544954	EDNRA
ENSG00000136160	13	77895481	77975529	EDNRB
ENSG00000101210	20	63488014	63499185	EEF1A2
ENSG00000115380	2	55865967	55924139	EFEMP1
ENSG00000243364	1	155063737	155069553	EFNA4
ENSG0000009077668829021	68842160	EFNB1
ENSG00000125266	13	106489745	106535662	EFNB2
ENSG00000138798	4	109912883	110013766	EGF
ENSG00000146648	7	55019017	55211628	EGFR
ENSG00000120738	5	138465479	138469303	EGR1
ENSG00000122877	10	62811996	62919900	EGR2
ENSG00000179388	8	22687659	22693480	EGR3
ENSG00000135625	2	73290929	73293701	EGR4
ENSG00000113790	3	185190624	185281990	EHHADH
ENSG0000017367420124525	20141838	EIF1AX
ENSG00000111361	12	123620406	123633766	EIF2B1
ENSG00000134001	14	67360151	67386516	EIF2S1
ENSG0000013074124054946	24078810	EIF2S3
ENSG00000156976	3	186783205	186789897	EIF4A2
ENSG00000063046	12	53006158	53042209	EIF4B
ENSG00000151247	4	98871684	98930637	EIF4E
ENSG00000187840	8	38030534	38060365	EIF4EBP1
ENSG00000114867	3	184314495	184335358	EIF4G1
ENSG00000197561	19	851014	856247	ELANE
ENSG00000277571	CHR_HSCHR19_5_CTG2	851006	856290	ELANE
ENSG00000107105	9	23690104	23826337	ELAVL2
ENSG00000111145	12	96194375	96269824	ELK3
ENSG00000049540	7	74027789	74069907	ELN
ENSG00000102119154379273	154381523	EMD
ENSG00000134531	12	13196723	13219941	EMP1
ENSG00000170370	10	117542445	117549546	EMX2
ENSG00000163064	2	118842171	118847648	EN1
ENSG00000164778	7	155458129	155464831	EN2
ENSG00000106991	9	127815012	127854756	ENG
ENSG00000074800	1	8861000	8879190	ENO1
ENSG00000111674	12	6913745	6923698	ENO2
ENSG00000138792	4	110365733	110565285	ENPEP
ENSG00000100393	22	41092592	41180077	EP300
ENSG00000116016	2	46293667	46386697	EPAS1
ENSG00000159023	1	28887091	29120046	EPB41
ENSG00000166947	15	43197227	43221125	EPB42
ENSG00000119888	2	47345158	47387601	EPCAM
ENSG00000146904	7	143390289	143408856	EPHA1
ENSG00000284816	CHR_HG708_PATCH	143390289	143408856	EPHA1
ENSG00000142627	1	16124337	16156069	EPHA2
ENSG00000044524	3	89107621	89482134	EPHA3
ENSG00000116106	2	221418027	221574202	EPHA4
ENSG00000135333	6	93240020	93419559	EPHA7
ENSG00000070886	1	22563489	22603595	EPHA8
ENSG00000133216	1	22710839	22921500	EPHB2
ENSG00000196411	7	100802565	100827523	EPHB4
ENSG00000143819	1	225810092	225845563	EPHX1
ENSG00000120915	8	27490781	27545564	EPHX2
ENSG00000130427	7	100720468	100723700	EPO
ENSG00000187266	19	11377207	11384342	EPOR
ENSG00000141736	17	39687914	39730426	ERBB2
ENSG00000065361	12	56076799	56103505	ERBB3
ENSG00000178568	2	211375717	212538841	ERBB4
ENSG00000012061	19	45407333	45478828	ERCC1
ENSG00000104884	19	45349837	45370918	ERCC2
ENSG00000163161	2	127257290	127294166	ERCC3
ENSG00000175595	16	13920154	13952348	ERCC4
ENSG00000134899	13	102807146	102876001	ERCC5
ENSG00000225830	10	49454470	49539538	ERCC6
ENSG00000049167	5	60873831	60945073	ERCC8
ENSG00000124882	4	74365145	74388749	EREG
ENSG00000105722	19	42247569	42255128	ERF
ENSG00000157554	21	38380027	38661780	ERG
ENSG00000178607	17	64039142	64130819	ERN1
ENSG00000091831	6	151656691	152129619	ESR1
ENSG00000140009	14	64084232	64338112	ESR2
ENSG00000173153	11	64305497	64316743	ESRRA
ENSG00000105379	19	51345169	51366418	ETFB
ENSG00000171503	4	158672125	158709623	ETFDH
ENSG00000134954	11	128458761	128587558	ETS1
ENSG00000157557	21	38805183	38824955	ETS2
ENSG00000006468	7	13891229	13991425	ETV1
ENSG00000175832	17	43527844	43579620	ETV4
ENSG00000244405	3	186046314	186110318	ETV5
ENSG00000139083	12	11649674	11895377	ETV6
ENSG00000072840	4	5711201	5814305	EVC
ENSG00000182944	22	29268009	29300525	EWSR1
ENSG00000182197	8	117794490	118111853	EXT1
ENSG00000151348	11	44095673	44251981	EXT2
ENSG00000104313	8	71197433	71592025	EYA1
ENSG00000112319	6	133240598	133532128	EYA4
ENSG00000106462	7	148807383	148884321	EZH2
ENSG00000126218	13	113122799	113149529	F10
ENSG00000088926	4	186266189	186289681	F11
ENSG00000131187	5	177402140	177409576	F12
ENSG00000124491	6	6144084	6321013	F13A1
ENSG00000180210	11	46719196	46739506	F2
ENSG00000181104	5	76716126	76735770	F2R
ENSG00000117525	1	94529173	94541759	F3
ENSG00000198734	1	169511951	169586588	F5
ENSG00000057593	13	113105788	113120681	F7
ENSG00000185010154835788	155026940	F8
ENSG00000101981139530739	139563459	F9
ENSG00000117480	1	46394317	46413848	FAAH
ENSG00000145384	4	119317250	119322138	FABP2
ENSG00000170323	8	81478419	81483236	FABP4
ENSG00000164687	8	81280536	81284777	FABP5
ENSG00000164434	6	122779716	122784074	FABP7
ENSG00000149485	11	61799627	61829318	FADS1
ENSG00000103876	15	80152490	80186946	FAH
ENSG00000187741	16	89737549	89816657	FANCA
ENSG0000018154414835961	14873069	FANCB
ENSG00000158169	9	95099054	95426796	FANCC
ENSG00000144554	3	10026414	10101930	FANCD2
ENSG00000112039	6	35452338	35467102	FANCE
ENSG00000183161	11	22622533	22625823	FANCF
ENSG00000221829	9	35073835	35080016	FANCG
ENSG00000026103	10	88990531	89017059	FAS
ENSG00000117560	1	172659103	172666876	FASLG
ENSG00000169710	17	82078338	82098294	FASN
ENSG00000083857	4	186587794	186726722	FAT1
ENSG00000105202	19	39834458	39846379	FBL
ENSG00000280548	CHR_HG2021_PATCH	39834458	39846379	FBL
ENSG00000077942	22	45502238	45601135	FBLN1
ENSG00000166147	15	48408306	48645849	FBN1
ENSG00000138829	5	128257909	128659185	FBN2
ENSG00000165140	9	94603133	94640249	FBP1
ENSG00000179639	1	159289714	159308224	FCER1A
ENSG00000104921	19	7688758	7702146	FCER2
ENSG00000143226	1	161505430	161524013	FCGR2A
ENSG00000072694	1	161663147	161678654	FCGR2B
ENSG00000066926	18	57544389	57586702	FECH
ENSG00000168496	11	61792911	61797238	FEN1
ENSG00000171560	4	154583128	154590745	FGA
ENSG00000171564	4	154562956	154571086	FGB
ENSG0000010230254445454	54496234	FGD1
ENSG00000113578	5	142592178	142698070	FGF1
ENSG00000070193	5	44300247	44389706	FGF10
ENSG00000129682138614727	139222777	FGF13
ENSG00000102466	13	101710804	102402457	FGF14
ENSG00000138685	4	122826708	122898236	FGF2
ENSG00000186895	11	69809968	69819416	FGF3
ENSG00000075388	11	69771022	69775341	FGF4
ENSG00000140285	15	49423178	49488775	FGF7
ENSG00000107831	10	101770130	101780369	FGF8
ENSG00000102678	13	21671073	21704498	FGF9
ENSG00000077782	8	38400215	38468834	FGFR1
ENSG00000066468	10	121478334	121598458	FGFR2
ENSG00000068078	4	1793293	1808872	FGFR3
ENSG00000160867	5	177086905	177098144	FGFR4
ENSG00000171557	4	154604134	154612967	FGG
ENSG00000091483	1	241497603	241519761	FH
